timing_regularity_score,engagement_burst_ratio,comment_similarity_score,interaction_density_score,follower_following_ratio,posting_frequency,behavioral_volatility_index,label,account_type
0.3073240810664583,0.23140859946209563,0.28127258696162105,0.18305324209938742,1.076004095813009,7.177490962167779,0.4445125511873303,0,regular_user
0.5301599037731706,0.43432087651419987,0.5745676190265178,0.4244468280737349,4.063975073001307,38.09148966885,0.03248046836666613,1,spam_bot
0.5688015392230447,0.36183123983903365,0.8702181757162395,0.7154149808443732,3.417678695200725,16.70761287427664,0.34625975218227656,1,spam_bot
0.5449045764498197,0.3462385965306112,0.31075151122078726,0.2590135901709607,2.551989225361397,13.006137758991404,0.24822013499941706,0,power_user
0.01,0.20159579821988718,0.01,0.3838380143748039,3.7993514089457796,3.55604327347291,0.3265588214016683,0,regular_user
0.6563178437715665,0.5607994365340365,0.2992727832727756,0.40835541352992893,1.9207280588392577,8.018402815019185,0.3434169198523881,0,power_user
0.3911085358647533,0.569896832187291,0.46897413907683394,0.7492035586515923,1.9064318836480887,9.877144688529059,0.4258213562348002,0,power_user
0.2170743273447351,0.22233425652741348,0.2260286510166447,0.26737478440798396,2.478482677123438,5.65050547036632,0.41262824833198186,0,regular_user
0.5074518024383594,0.19837057927403828,0.14759595873761483,0.18218804462415913,11.162833382739366,4.395559815802906,0.2116290305605405,1,follower_bot
0.35154945766841794,0.3000675154642514,0.39249744636970624,0.30474222830224984,2.9705150811748924,4.104279883052533,0.42101606949493064,0,regular_user
0.25059771787491497,0.38616578378301375,0.23230666103362385,0.26222045481136935,45.09692869195524,2.35471341960686,0.3017810781290035,1,follower_bot
0.2144747202097959,0.39263107421635396,0.2928278953081209,0.5359469517609443,1.643526961877928,1.7482214071981403,0.5822141781741792,0,regular_user
0.5355243702440067,0.6281374146493384,0.5273678069592407,0.5154618557077043,1.6583628466949552,9.27488224292972,0.7718310093966803,0,power_user
0.88872149893905,0.8455744924517842,0.7406980268533379,0.8844740777943536,4.534940385080078,11.897755676413437,0.049803395418077184,1,engagement_bot
0.6926122519018416,0.8922184658125212,0.6544384305706794,0.7394555017540217,23.688632078421715,12.48926847758073,0.024423103213043335,1,engagement_bot
0.7057882309421863,0.7813986602361995,0.5587233327051454,0.8231750882770272,7.398640051754047,14.12494186210729,0.09897576571219303,1,engagement_bot
0.2897280694713042,0.16189461858775595,0.3355174603188985,0.34094523245693015,1.072884980515284,3.7510785558214166,0.43400521833425093,0,regular_user
0.7606684934956405,0.9107802501577871,0.6787035570784171,0.9837213503484422,2.578038274219618,22.58247610932505,0.27057992544173665,1,engagement_bot
0.4667898001387925,0.4465199594507221,0.7029946154651839,0.41133366565483026,4.391017507161493,29.62347095215409,0.01,1,spam_bot
0.44032663589074905,0.24453535940519242,0.3195206532455431,0.35673852819876395,0.4789548893217893,3.0253048214622584,0.46871879670831,0,regular_user
0.5932675591303186,0.2368309658991905,0.31295504262415696,0.6824418963684526,1.5350274338349146,4.152820821860536,0.5314620263280243,0,power_user
0.22302525744968607,0.013920515703513686,0.03051159536930418,0.3502372367969734,0.702044619206908,0.9056114092714302,0.6187811989630984,0,regular_user
0.37037075885108106,0.12729939310180985,0.3542055806482584,0.5815811789166327,0.9940983681235973,2.7813291445285984,0.6079168974298848,0,regular_user
0.151686300391884,0.27472185980029185,0.25955276615105266,0.24710276219356644,4.698894922065314,4.68783788135455,0.5108040084491857,0,regular_user
0.1625183304639169,0.2005394585119299,0.1507542256347078,0.4389893601235484,2.905506869731048,1.8092649780346728,0.48840772374398406,0,regular_user
0.44980650198668304,0.3250384980629759,0.14830837909079148,0.4347254093677202,1.417608096956379,4.724414286233373,0.605883602182125,0,regular_user
0.3917765133419452,0.10120736736994179,0.19640048405760846,0.6696292940961333,0.794663192812338,4.383323879898792,0.4744184057507116,0,regular_user
0.7288632457538285,0.7401706912383197,0.603224177748468,0.7459797893876392,4.130101319466111,18.600107492415518,0.082588174805638,1,engagement_bot
0.535533586183919,0.6962220102482305,0.6493530205149094,0.5830777129421258,3.347923468911709,20.14859638082352,0.13295348753507474,1,engagement_bot
0.7021797655748951,0.7255277055867773,0.47326956638336054,0.7514164199400098,5.2888487582828825,14.364367182067411,0.03666707464062293,1,engagement_bot
0.19260224901855166,0.18551004881876376,0.15063747100478378,0.175334552016771,1.4580886066069085,3.3658809021127225,0.7332244746867179,0,regular_user
0.3078569637419472,0.44361106024217956,0.43513834346746527,0.5963853919078054,1.5481688903614998,1.2414796386514138,0.7594220706893593,0,regular_user
0.3559110695999964,0.5864648616278321,0.36813412992978106,0.5369022743643704,1.4702652886551066,12.917163226644762,0.27364100217133597,0,power_user
0.0573203982389566,0.026520207444003185,0.11172481233250761,0.3191765307445237,1.55321566546471,1.4670837875602607,0.4563193387707037,0,regular_user
0.4961284793067465,0.17938657275470352,0.15250914557038156,0.4681766502458689,0.9188807608544308,5.776367056191612,0.7222095643177802,0,regular_user
0.2944530175714063,0.32648434751362543,0.19858835809924652,0.20333476959214036,1.3550953177228722,13.611486060111927,0.6455079657672821,0,regular_user
0.4399546745702575,0.47877459957609453,0.6352995311771601,0.6174171588209715,4.647455855803695,12.897105102686336,0.3153679522227158,0,power_user
0.5638333749100877,0.679618960183434,0.4255687028814221,0.6514397353271597,0.9625021601473647,13.108926538493664,0.5721737536230375,0,power_user
0.6627471389677306,0.7896501341990956,0.5063755834296453,0.8744770765552526,7.203756288733691,20.75194356738001,0.06108292637459062,1,engagement_bot
0.5076695554532922,0.41046829275190366,0.36520743792761207,0.33667242255900065,1.4182343788672735,2.09989945949873,0.698528209652192,0,regular_user
0.05989515310194707,0.28087668683277595,0.18992727380870425,0.22005208512877367,2.2444882837392806,11.540094213963153,0.46295125985054314,0,regular_user
0.1896414565075803,0.14853444529689397,0.24721829413657487,0.1822317938409855,2.2028925511341697,5.887779368468723,0.31895804951620105,0,regular_user
0.34536277012795735,0.2249995779954969,0.4063328360341961,0.15640421383211428,2.144775481456203,3.1061753378899244,0.5714245836587049,0,regular_user
0.5302736733220006,0.6242753450936817,0.5917756164856964,0.644039454248706,7.368352556589451,35.87204031028035,0.01841388053473566,1,engagement_bot
